,URL,Company,Title,Location,Salary Min,Salary Max,Date,Work,Schedule,School,Experience,Description
13,https://www.jobs.bg/job/6532642,VRooms Ltd,Оператор на игри/обслужване на клиенти във VR Escape room,"София, Княз Борис 195 (виж карта)",1000,1100,10.10.2022,Постоянна работа,"Пълно работно време,Непълно работно време",Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Всеки от нас непрекъснато търси най-доброто място за работа. Място, където идеите ни са наистина от значение. Ние във VRooms инвестираме в твоя талант, защото за нас хората са най-големият ни актив.
Стани част от бъдещето, което градим всички заедно в една българска VR ескейп стая, където Хората са повече от служители и всеки допринася за споделения ни успех.
Ти можеш да реализираш плановете си, да оставиш следа, да правиш важните неща и да си в крак с новите технологии.


Основните отговорности за позицията са:

Посрещане на клиентите и провеждане на инструктаж преди всяка игра;
Контролиране на игрите чрез компютърна връзка, запечатване на най-добрите моменти от играта с DSLR камера, съблюдаване за безопасността на клиентите и обезпечаване работата на VR техническите средства, в това число следене за потенциални хардуерни и софтуерни проблеми;
Провеждане на тиймбилдинг, рожденни дни и други тематични партита;
Работа с парични средства и оформяне на документацията и текущата отчетност;
Дезинфекция и поддържане на чист и подреден вид на помещението;
Комуникация с клиентите по телефон, email и посредством социалните мрежи;
Стремеж към повишаване качеството на обслужване към клиентите, проявяване на активно отношение при възникващи проблеми и разрешаването им;
Удовлетворяване потребностите на клиентите и постигане на търговските цели на компанията.


Изисквания:

Завършено средно образование;
Свободен разговорен български и английски език;
Работа с компютър на отлично ниво;
Търговски умения, силна ориентираност към клиента;
Активност, дружелюбност, приветливост, комуникативност;
Умение за работа както в екип, така и самостоятелно;
Възможност за вземане на адекватни и навременни решения в стресови ситуации.


Ние предлагаме:

Трудов договор;
Отлично трудово възнаграждение;
Млад сплотен и амбициозен екип;
Възможност за допълнителни бонуси;
Възможност и за непълен работен ден (4 или 6 ч. / ден);
Работа с плаващо работно време;
Удобна и комуникативна локация (на 200 м. от метростанция “Лъвов Мост”).


Ако желаеш да станеш част от нашия амбициозен екип, изпрати ни CV с актуална снимка.

Очакваме те!"
14,https://www.jobs.bg/job/6528331,БЪЛГЕРИАН ПРОПЕРТИС ООД,БРОКЕР НЕДВИЖИМИ ИМОТИ - Бургас и Южно Черноморие,Бургас,2500,3500,06.10.2022,Постоянна работа,Пълно работно време,None,None,"        Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.

Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на екипа ни в гр. Бургас търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ - Бургас и Южно Черноморие

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
15,https://www.jobs.bg/job/6526883,ПРОСТРАНСТВО ЗА ДЕЦА И РОДИТЕЛИ ДЖОЛИ КИДС ООД,Административен мениджър на езиково училище,София,None,None,05.10.2022,Постоянна работа,Пълно работно време,None,None,"Джоли Кидс е бутиков английски образователен център за деца на 2 - 7 години, който предлага от няколкочасови образователни програми до пълна алтернатива на детската градина. Мисията ни е да създаваме щастливи пространства за учене на английски за най-малките. Предлагаме както полудневни или целодневни английски програми през седмицата или уикенда, така и индивидуални онлайн уроци. Заедно с това си партнираме с различни детски градини, където децата учат по методите на Jolly Kids. ♡

Във връзка с развитието на нашата школа търсим енергичен и позитивен административен мениджър, който да ни помага активно както във вътрешнофирмените организационни процеси, така и в работата ни с клиенти и партньори.

КАКВО ЩЕ ПРАВИШ
Ще бъдеш в центъра на връзката между мениджмънта, служителите, клиентите и партньорите ни.

Ще участваш активно в комуникацията с настоящи и потенциални клиенти и партньори.

Ще участваш в подготовката и протичането на събития и кампании за привличане на клиенти.

Ще отговаряш за безупречната организация на работата в нашите пространства, което включва: администриране на работата на преподавателите; грижа за поддържането на приятна и подредена работна среда; осигуряване на необходимите консумативи и грижи за поддръжката на помещенията; работа с документи.
КАКВИ КАЧЕСТВА И УМЕНИЯ ЩЕ СА ТИ НЕОБХОДИМИ
Двете ключови думи тук са ""комуникация"" и ""организация"", затова и търсим човек с много добри комуникационни и организационни умения.

Ще общуваш по телефон, имейл, социални мрежи и на живо, поради което и устната, и писмената комуникация са изключително важни. Това включва както висока грамотност, така и съобразителност, добри маниери, тактичност и решителност.

Що се отнася до организацията, тя важи за подредеността и чистотата както във физическите ни пространства, така и в дигиталните, като Google Drive.

Енергичността и позитивното отношение към работата са много важни.

Предимство е да имаш опит на сходна позиция и да знаеш английски.
КАКВО ЩЕ ПОЛУЧИШ
Много държим да започнем с позитивната работна среда. Ще работиш с мениджмънт, който никога не ""си го изкарва"" на служителите, наистина държи на добрата работна среда и цени качествата на всеки. Ще срещнеш разбиране и съдействие. И комуникацията с нас винаги е отворена и двупосочна.

Има и възможности за развитие. Бизнесът ни расте и всеки, който иска да работи с нас проактивно и дългосрочно, усеща това.

И, разбира се, добро възнаграждение, обвързано с постигнатите резултати.
Ако всичко това ти се струва интересно и вълнуващо, ще се радваме да ни изпратиш CV на български или на английски."
16,https://www.jobs.bg/job/6525095,Иво Петров Архитекти ЕOOД,Маркетинг специалист,София,None,None,05.10.2022,Постоянна работа,Пълно работно време,None,None,"Иво Петров - Архитекти е най-голямата и динамично развиваща се архитектурна компания в България. Нашият екип е млад, амбициозен и винаги търсим нови предизвикателства.

Във връзка с разширяване на маркетинг екипа си търсим Маркетинг специалист, който да допринесе за развитието на екИПА. 

Описание на позицията: 
Участие в развитието и приложението на бранд стратегията на компанията;
Участие в изготвянето на цели, график и обхват на маркегинг дейностите;
Изготвяне и поддръжка на маркетинг материалите на компанията. Следене за тяхната актуалност и адекватност за таргет клиентите;
Изготвяне на презентации за портфолиото от проекти и услуги; 
Администриране на уеб сайта с новини и нови проекти;
Поддържане на тона и гласа на бранда във всички маркетинг дейности и материали;
Анализ на пазара и тенденциите в представянето на архитектурни проекти;
Изследване и разбиране на ключовите бизнес предизвикателства на клиентите, поведение на клиентите, фактори на средата и влияние върху маркетинг дейностите;
Търсене на повишаване на ефективността на съдържанието с инструментите на SEO и маркетинг платформи
Изготвяне на маркетинг анализи и отчети за представянето на сайта; 
Предложения за нови типове съдържание;
Кординация на съдържанието на сайта с кампаниите по социалните мрежи;
Участие и подкрепа в обществени събития;
Опит и квалификация: 

Минимум 3 години опит на подобна позиция; 
Опит в сферата на архитектурата е предимство;
Интерес към архитектурата;
Работа със стратегически цели и изпълнение на тактически планове;
Умения за изготвяне на продуктови и фирмени презентации; 
Умения за структуриране на текстове за SEO;
Ефективно управление на времето и самоконтрол;
Умения за общуване и координация в екип;
MS Office; AdobePhotoShop; CMS платформи; 
Английски език;
Adobe Creative Cloud (InDesign, illustrator, photoshop).

Нашето предложение 

Станете част от нашия млад, динамичен и приятелски екип
Възможност за професионално развитие в различни сфери на маркетинга 
Личен план за въвеждане в работата
Атрактивно заплащане
Допълнително здравно осигуряване
Карта „Мултиспорт“
Забавни офис инициативи 

Ако имате интерес към нашето предложение, моля, изпратете Вашата автобиография с актуална снимка, портфолио (ако имате такова) и посочен телефон за обратна връзка.

Ще се свържем само с избраните по документи кандидати. 

Екипът на ""Иво Петров - Архитекти"" ЕООД

*Всички данни, предоставени от Вас, са защитени по смисъла на ЗЗЛД и ще бъдат използвани единствено за целите на настоящия подбор."
17,https://www.jobs.bg/job/6523837,ШОН И ЖО ТРЕЙД ООД,СЪТРУДНИК ДИГИТАЛЕН МАРКЕТИНГ,Варна,None,None,04.10.2022,Работа по задание / Freelance,Непълно работно време,Подходяща и за студенти,None,"ЗАДЪЛЖЕНИЯ:

• Поддръжка, управление и оптимизиране на социалните мрежи на компанията /Facebook, Instagram, Linked In, Twitter, YouTube, etc./;
• Създаване на текстове, визии и реклами спрямо различните онлайн канали;
• Администрация на съдържанието на онлайн магазините на фирмата;
• Администрация на съдържанието на сайтовете на фирмата;
• Изготвяне на презентации и различни маркетингови кампании;
• Анализ на конкуретни инициативи и проекти;
• Проучва и анализира пазарния сегмент, като определя възможности за позициониране на бранда;

ИЗИСКВАНИЯ:

• Опит със социални мрежи /Google Ads, Google Analytics, Facebook Ads, Facebook Business Manager, etc./;
• Познания в областта на маркетинга и електронната търговия;
• Опит в работата с програми/редактори за уеб дизайн;
• Креативно мислене и добри организационни умения;
• Желание за развитие, способност за адаптиране към различни ситуации;
• Работа с Photo Shop и Adobe Ilustrator;
• ОПИТ НА ПОДОБНА ПОЗИЦИЯ

НИЕ ПРЕДЛАГАМЕ:

• Конкурентно възнаграждение;
• Добри и благоприятни условия за работа;
• Работа в динамична среда с екип от млади хора;
• Осигурен фирмен транспорт;"
18,https://www.jobs.bg/job/6511846,ДУЛКОВА ЕООД,Сътрудник връзка с клиенти,Велико Търново,None,None,27.09.2022,Постоянна работа,Непълно работно време,None,Подходяща и за кандидати с малък или без опит,"Английски със Стели си търси нов член на екипа. Търсенето е за човек, който да работи два дни в седмицата, 6-8 часа на смяна, като се редуват събота и неделя едната седмица, следващата два дни от понеделник до петък. Само събота и неделя също е опция.

Предлагаме гъвкаво работно време, когато се поемат смените. Тези 6-8 часа на ден могат да се вместят в интервала 9 сутринта до 9 вечерта.

***
Важна подробност!!!

Работата може да бъде работена дистанционно, но при първоначалното обучение около един месец, служителят трябва да присъства във Велико Търново, където е седалището на фирмата и да се обучава и работи под наблюдение. Обучението се разпределя в 3-4 дни през седмицата, за около месец. Обучението също се заплаща.

***

Много добро владеене на английски е задължително.

Работата ще включва предимно писмена комуникация на български език с клиентите ни през социалните мрежи от типа customer service, за това е важно да обичате да общувате и да имате търпение. Да сте бързи в писането от компютър, без да допускате правописни грешки. Подреденост, прецизност и добра организация са също много важни, защото водим подробна и прецизна документация.

Чисто заплащане 10 лв на час. Трудов или граждански договор по споразумение.

Възможност за започване веднага!"
19,https://www.jobs.bg/job/6511196,Scanjet Service LTD,Инженер Електротехника / Електроника - специалист по монтаж на контролни табла,Варна,2500,4000,26.09.2022,Постоянна работа,Пълно работно време,None,None,"Ключови дейности за позицията:

- Извършва подготвителни операции, касаещи подготовката на електронни модули и електрически компоненти за монтаж.
- Извършва монтаж на електронни модули и електрически компоненти съгласно технически чертеж за монтаж.
- Проверява извършената монтажна работа и провежда задължителните технически тестове валидирайки всички функции на оборудването.
- При необходимост да ремонтира дефектирало оборудване или изработва отделни модули и възли от необходимото такова.
- Добри компютърни познания, касаещи качване на софтуер и евентуални корекции при валидиране на функциите на оборудването (изисква добри познания за редактиране на текстови файлове, както и С++).
- Да работи съвместно със Сервизните Инженери и съгласно получената обратна информация да работи за подобряване, усъвършенстване, модернизиране и добавянето на нови функции към спецификациите на оборудването.
- Да поддържа работната си среда съгласно най-новите индустриални практики и съгласно нормите за среда в която се монтират електронни модули и електрически компоненти.
- При необходимост да обучава техническият персонал в дейности касаещи текущото производство.
- Да притежава свидетелство за правоуправление на превозно средство (кат. Б), както и да няма ограничения за пътуване извън страната.

Основни изисквания:

- Висше техническо образование (средно специално при покриване на всички останали критерии) в сферата на Електротехниката и Електрониката е предимство.
- Опит в монтажна работа на електрически системи, мрежи, инсталации и монтаж на електронни модули.
- III/IV квалификационна група по електробезопасност е предимство.
- Умения за сътрудничество и работа в екип с различните звена на фирмата, добри организационни и комуникационни умения.
- Владеене на Английски език за комуникация с различните локации на фирмата, техническите специалисти на клиента и за боравене с техническата документация е задължително.
- Много добра компютърна грамотност касаеща MS Office и други приложения използвани в сферата като (Altium Designer; AutoCAD и др.), познания за работа с ERP системи.

Фирмата ни предлага:

- Атрактивно възнаграждение.
- Пет дневна работна седмица.
- Възможни бизнес пътувания до Швеция/Норвегия с цел обучение.
- Предлагаме ви предизвикателна работа в бързо развиваща се компания и възможност да работите с най-добрите в бранша.
- Възможност за кариерно развитие.
- Премиум допълнителен здравен пакет.
- Мултиспорт карта за достъп до много различни спортни съоръжения.
- 20 дни платен годишен отпуск.
- Умение за работа в млад и амбициозен екип.
- Добро местоположение на офиса в гр. Варна."
20,https://www.jobs.bg/job/6510640,,БРОКЕР - ВАКАНЦИОННИ ИМОТИ,Слънчев бряг,2500,3500,26.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на екипа ни в к.к. Слънчев бряг търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
21,https://www.jobs.bg/job/6505650,,Консултант недвижими имоти,"София, Бизнес център Азимут (виж карта)",3000,5000,21.09.2022,Постоянна работа,"Пълно работно време,Непълно работно време",Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Във връзка с разрастването на екипа ни в гр. СОФИЯ търсим

КОНСУЛТАНТ НЕДВИЖИМИ ИМОТИ

>Успешните кандидати са с:
Много добри търговски и комуникационни умения и желание за работа с хора.
Умения за работа с MS Office, интернет браузъри и офис приложения.
Опит като консултант на недвижими имоти ще се счита за предимство.
Владеене на чужди езици на работно ниво ще се счита за предимство.

>Работата се състои в:
Набиране на Бизнес и Жилищни имоти за продажба и под наем
Набиране на клиенти за покупка и наемане
Срещи с клиенти и огледи на имоти.
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи, инвеститори и други контрагенти.
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката.


>Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от приятни колеги
Граждански договор и процентно бонусово заплащане (50% от всяка успешна сделка) 
Пълна мобилност чрез служебен лаптоп, телефон
Мащабна реклама и иновативна презентация на имотите
Екип от Юристи, които се грижат за правното обслужване на сделките
Мениджър, които ще бъде на разположение за консултации, съвети и помощ.
Позициониране в социалните мрежи, фирмени партита и конференции.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури."
22,https://www.jobs.bg/job/6505416,,"Eлектромонтьор, Корабен","Варна, Гр.Варна,ул.Еделвайс 10",1760,2400,21.09.2022,Постоянна работа,Пълно работно време,Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Електромонтьор, корабен
""ЛАЗ-ВАРНА"" ЕООД търси да назначи мотивирани и отговорени служители на длъжността ""Електромонтьор"" за работа в Кораборемонтните заводи в България.

ОСНОВНИ ТРУДОВИ ЗАДЪЛЖЕНИЯ:
1.Подмяна и полагане на корабни кабелни мрежи.
2.Демонтажни и монтажни работи,Ел.табла и ел.оборудване.
3.Обработка на кабели и ел.закачане.
4.Демонтаж и монтаж на корабно оборудване.
5.Монтаж и уплътняване на салници разположени на корабите.

НЕОБХОДИМИ ПОЗНАНИЯ:
1.Основни закони на електротехниката.
2.Основни принципи на генериране и разпределение на ел.енергията на кораба.
3.Начини за измерване на електрически величини.
4.Познаване правилата за охрана и безопасност на труда.

ИЗИСКВАНИЯ КЪМ КАНДИДАТИТЕ ЗА ДЛЪЖНОСТТА:
1.Образование: средно.
2.Работно време: 8 часа.

НИЕ ВИ ПРЕДЛАГАМЕ:
-Постоянен трудов договор след 1 месечен изпитателен срок;
-Седмично заплащане.
-Нарастващ платен годишен отпуск, с увеличаване на стажа;
-Нарастващо допълнително месечно възнаграждение за придобит трудов стаж и професионален опит, с увеличаване на стажа;


Ако това предложение представлява интерес за Вас, моля изпратете CV.
Всички кандидати одобрени по документи, ще бъдат поканени на интервю/събеседване по документи."
23,https://www.jobs.bg/job/6505285,,БРОКЕР НЕДВИЖИМИ ИМОТИ,Велико Търново,2500,3500,21.09.2022,Постоянна работа,Пълно работно време,None,None,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на екипа ни в гр. Велико Търново търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
24,https://www.jobs.bg/job/6505120,,БРОКЕР НЕДВИЖИМИ ИМОТИ - СЕЛСКИ КЪЩИ,Елхово,2000,3000,21.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разширяването на обхвата на дейността към гр. Елхово и региона търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ - СЕЛСКИ КЪЩИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
